#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
679	NM_080433	chr14	-	12341891	12345865	12342495	12345185	5	12341891,12343638,12343917,12344348,12345586,	12342758,12343771,12344052,12345238,12345865,	0	Fezf2	cmpl	cmpl	1,0,0,0,-1,
702	NM_146052	chr14	-	15357515	15438987	15357824	15358604	2	15357515,15438572,	15358761,15438987,	0	Lrrc3b	cmpl	cmpl	0,-1,
750	NM_001013826	chr14	-	21676571	21714576	21676930	21703076	4	21676571,21686614,21702879,21714508,	21677160,21686835,21703104,21714576,	0	Dupd1	cmpl	cmpl	1,2,0,-1,
752	NM_145459	chr14	-	21983961	21989601	21984887	21987533	3	21983961,21987203,21989024,	21986516,21988284,21989601,	0	Zfp503	cmpl	cmpl	0,0,-1,
802	NM_001256224	chr14	+	28511404	28527447	28511876	28522940	5	28511404,28511822,28513140,28518285,28522481,	28511423,28511956,28513391,28518578,28527447,	0	Wnt5a	cmpl	cmpl	-1,0,2,1,0,
813	NM_019583	chr14	-	29996167	30008896	29996623	30008791	11	29996167,29998008,29999243,30000334,30000741,30002366,30003560,30004275,30006022,30006849,30008731,	29997189,29998104,29999343,30000400,30000884,30002414,30003687,30004403,30006163,30006874,30008896,	0	Il17rb	cmpl	cmpl	1,1,0,0,1,1,0,1,1,0,0,
818	NM_011103	chr14	-	30595353	30626208	30595866	30610302	18	30595353,30598717,30599317,30599609,30601168,30601759,30602032,30602313,30602736,30604106,30605439,30605815,30607162,30607287,30607607,30609101,30610187,30625979,	30596025,30598846,30599506,30599748,30601231,30601851,30602206,30602414,30602827,30604207,30605569,30605901,30607194,30607450,30607668,30609301,30610310,30626208,	0	Prkcd	cmpl	cmpl	0,0,0,2,2,0,0,1,0,1,0,1,2,1,0,1,0,-1,
824	NM_011894	chr14	-	31372613	31436100	31374983	31435957	9	31372613,31375603,31377390,31378277,31379388,31387718,31411540,31434082,31435810,	31375201,31375864,31377610,31378320,31379519,31387883,31411669,31434145,31436100,	0	Sh3bp5	cmpl	cmpl	1,1,0,2,0,0,0,0,0,
832	NM_009891	chr14	-	32408202	32465909	32408744	32458673	16	32408202,32411807,32418785,32418983,32420717,32423260,32424153,32426118,32446786,32448928,32452552,32453724,32454557,32458607,32460724,32465806,	32409026,32411945,32418848,32419125,32420840,32423389,32424254,32426288,32446964,32449109,32452606,32453843,32454749,32458711,32460913,32465909,	0	Chat	cmpl	cmpl	0,0,0,2,2,2,0,1,0,2,2,0,0,0,-1,-1,
832	NM_021712	chr14	-	32462436	32464850	32462831	32464424	1	32462436,	32464850,	0	Slc18a3	cmpl	cmpl	0,
835	NM_001164485	chr14	+	32833961	32836788	32834075	32836346	2	32833961,32835318,	32834184,32836788,	0	Fam170b	cmpl	cmpl	0,1,
843	NM_145741	chr14	+	33923586	33936514	33923895	33934513	3	33923586,33931844,33934321,	33924202,33932776,33936514,	0	Gdf10	cmpl	cmpl	0,1,0,
844	NM_001013777	chr14	-	33967069	33978764	33970190	33971204	2	33967069,33978709,	33971315,33978764,	0	Zfp488	cmpl	cmpl	0,-1,
846	NM_176931	chr14	+	34220045	34227740	34220173	34227237	7	34220045,34220992,34221698,34222843,34224907,34226012,34227001,	34220180,34221188,34221841,34223139,34225078,34226133,34227740,	0	Syt15	cmpl	cmpl	0,1,2,1,0,0,1,
897	NM_027464	chr14	-	40993734	41013833	40994523	41004185	6	40993734,40997712,40998843,41002435,41004040,41013697,	40994637,40997877,40998984,41002527,41004203,41013833,	0	Prxl2a	cmpl	cmpl	0,0,0,1,0,-1,
927	NM_008962	chr14	-	44851234	44859375	44853225	44859253	2	44851234,44858410,	44853456,44859375,	0	Ptgdr	cmpl	cmpl	0,0,
928	NM_008964	chr14	+	44988110	45003820	44988964	45001995	2	44988110,45001749,	44989807,45003820,	0	Ptger2	cmpl	cmpl	0,0,
938	NM_007554	chr14	-	46383524	46390669	46383858	46386087	4	46383524,46385714,46387155,46390303,	46384712,46386094,46387280,46390669,	0	Bmp4	cmpl	cmpl	1,0,-1,-1,
946	NM_001145953	chr14	+	47373859	47386167	47379526	47385680	6	47373859,47379522,47380052,47381595,47384601,47385524,	47373979,47379544,47380418,47381684,47384767,47386167,	0	Lgals3	cmpl	cmpl	-1,0,0,0,2,0,
956	NM_144841	chr14	-	48657676	48662734	48658705	48662540	3	48657676,48661298,48662443,	48659326,48661450,48662734,	0	Otx2	cmpl	cmpl	0,1,0,
981	NR_045728	chr14	-	51986388	51988829	51988829	51988829	3	51986388,51987519,51988689,	51986839,51987641,51988829,	0	Gm16617	unk	unk	-1,-1,-1,
981	NM_001145921	chr14	+	51984832	52006247	51984988	52005030	24	51984832,51987402,51988701,51990047,51990903,51991600,51991811,51992013,51994093,51994282,51994879,51996065,51996263,51996875,51997612,51998143,51999822,52000848,52002284,52003653,52004611,52004878,52004988,52005340,	51984991,51987600,51989938,51990215,51991030,51991697,51991892,51992130,51994189,51994398,51995006,51996188,51996407,51997486,51997847,51998230,52000038,52001019,52002462,52003758,52004742,52004899,52005035,52006247,	0	Arhgef40	cmpl	cmpl	0,0,0,1,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,-1,
984	NM_001244916	chr14	-	52311176	52316323	52312721	52316109	2	52311176,52316042,	52315663,52316323,	0	Sall2	cmpl	cmpl	1,0,
1000	NM_080726	chr14	+	54476099	54480434	54476271	54479745	5	54476099,54477470,54478027,54478953,54479449,	54476374,54477815,54478101,54479161,54480434,	0	Rem2	cmpl	cmpl	0,1,1,0,1,
1001	NM_175204	chr14	+	54625309	54629556	54625326	54626235	1	54625309,	54629556,	0	Psmb11	cmpl	cmpl	0,
1002	NM_207131	chr14	-	54710362	54712174	54710538	54711958	2	54710362,54711448,	54710874,54712174,	0	Cebpe	cmpl	cmpl	0,0,
1002	NM_016972	chr14	-	54722214	54781886	54724093	54781327	11	54722214,54724737,54726734,54729332,54733179,54735053,54735723,54737539,54758438,54759540,54781179,	54724251,54724915,54726884,54729429,54733283,54735177,54735877,54737665,54758590,54759745,54781886,	0	Slc7a8	cmpl	cmpl	1,0,0,2,0,2,1,1,2,1,0,
1003	NM_021551	chr14	-	54906726	54913132	54907070	54912255	9	54906726,54907518,54907885,54908260,54908501,54908822,54909670,54912241,54912866,	54907359,54907630,54908103,54908366,54908647,54908988,54909825,54912733,54913132,	0	Slc22a17	cmpl	cmpl	2,1,2,1,2,1,2,0,-1,
1005	NM_177049	chr14	-	55106825	55116935	55108311	55115274	6	55106825,55109285,55110076,55113406,55114895,55115990,	55108395,55109818,55110195,55114178,55115445,55116935,	0	Jph4	cmpl	cmpl	0,1,2,1,0,-1,
1008	NM_001136074	chr14	-	55518977	55524981	55520554	55522468	4	55518977,55522087,55524087,55524922,	55520887,55522495,55524194,55524981,	0	Nrl	cmpl	cmpl	0,0,-1,-1,
1010	NM_008519	chr14	+	55765961	55768492	55767241	55768297	2	55765961,55767232,	55766093,55768492,	0	Ltb4r1	cmpl	cmpl	-1,0,
1010	NM_020490	chr14	+	55761427	55763229	55761923	55763006	2	55761427,55761907,	55761544,55763229,	0	Ltb4r2	cmpl	cmpl	-1,0,
1010	NM_080435	chr14	-	55769057	55784072	55769140	55783678	26	55769057,55769372,55769791,55770024,55770371,55771376,55771954,55772245,55772660,55773421,55773665,55774472,55774968,55775214,55775413,55777927,55778280,55778641,55778934,55779702,55779896,55780819,55781579,55781834,55783519,55783939,	55769287,55769497,55769906,55770132,55770518,55771535,55772039,55772430,55772786,55773559,55773750,55774570,55775038,55775301,55775448,55778101,55778413,55778800,55779062,55779814,55780045,55780969,55781741,55782032,55783710,55784072,	0	Adcy4	cmpl	cmpl	0,1,0,0,0,0,2,0,0,0,2,0,2,2,0,0,2,2,0,2,0,0,0,0,0,-1,
1010	NM_001164107	chr14	-	55784994	55788857	55785196	55788105	10	55784994,55785861,55786025,55786582,55786756,55787113,55787281,55787823,55788237,55788616,	55785351,55785919,55786358,55786650,55786924,55787160,55787439,55788133,55788364,55788857,	0	Ripk3	cmpl	cmpl	1,0,0,1,1,2,0,0,-1,-1,
1015	NM_138652	chr14	+	56365067	56388551	56365280	56387921	23	56365067,56365948,56368382,56370775,56371738,56372578,56372842,56373187,56374426,56374759,56376137,56378282,56379947,56380762,56382496,56384066,56384325,56385792,56386111,56386847,56387149,56387639,56387892,	56365289,56366098,56368442,56370976,56371852,56372713,56372960,56373456,56374625,56374869,56376272,56378475,56380123,56380899,56382647,56384235,56384480,56385916,56386257,56386981,56387251,56387731,56388551,	0	Atp12a	cmpl	cmpl	0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
1020	NM_008125	chr14	-	57098601	57104702	57100068	57100749	2	57098601,57104468,	57100771,57104702,	0	Gjb2	cmpl	cmpl	0,-1,
1020	NM_001271623	chr14	-	57034459	57057723	57035659	57036913	2	57034459,57057526,	57036930,57057723,	0	Gja3	cmpl	cmpl	0,-1,
1020	NM_001010937	chr14	-	57123300	57133611	57124016	57124802	3	57123300,57130799,57133185,	57124816,57130964,57133611,	0	Gjb6	cmpl	cmpl	0,-1,-1,
1025	NM_015771	chr14	-	57689661	57746123	57691287	57734216	8	57689661,57694313,57696119,57696915,57699257,57702921,57733877,57745889,	57691770,57694420,57696302,57697498,57700558,57703054,57734418,57746123,	0	Lats2	cmpl	cmpl	0,1,1,0,1,0,0,-1,
1028	NM_013518	chr14	+	58072685	58112720	58073055	58109578	3	58072685,58083200,58109332,	58073332,58083304,58112720,	0	Fgf9	cmpl	cmpl	0,1,0,
1039	NM_145463	chr14	+	59625280	59631660	59626066	59630188	2	59625280,59629634,	59626400,59631660,	0	Shisa2	cmpl	cmpl	0,1,
1045	NM_001164705	chr14	+	60377691	60388193	60378246	60380265	2	60377691,60379387,	60379009,60388193,	0	Amer2	cmpl	cmpl	0,1,
1050	NM_001164155	chr14	-	60963833	61037987	60966456	61024812	10	60963833,60970828,60971980,60973501,60974589,60996604,61005074,61024168,61024743,61037849,	60966465,60971231,60972083,60973627,60974754,60996690,61005253,61024279,61024836,61037987,	0	Tnfrsf19	cmpl	cmpl	0,2,1,1,1,2,0,0,0,-1,
1062	NM_001243857	chr14	+	62555736	62608485	62555852	62606655	4	62555736,62564487,62587152,62605872,	62555914,62564519,62587886,62608485,	0	Fam124a	cmpl	cmpl	0,2,1,0,
1067	NM_008092	chr14	-	63198913	63245271	63200374	63241148	7	63198913,63201477,63203310,63203658,63204588,63240535,63245150,	63200551,63201632,63203398,63203784,63204755,63241645,63245271,	0	Gata4	cmpl	cmpl	0,1,0,0,1,0,-1,
1072	NM_011446	chr14	+	63943705	63950732	63943755	63948659	2	63943705,63947754,	63943993,63950732,	0	Sox7	cmpl	cmpl	0,1,
1077	NR_040709	chr14	+	64588114	64593961	64593961	64593961	4	64588114,64588776,64589840,64590272,	64588154,64588967,64589959,64593961,	0	Mir124a-1hg	unk	unk	-1,-1,-1,-1,
1082	NM_021458	chr14	-	65192440	65262463	65202718	65253132	7	65192440,65209691,65212074,65234913,65239717,65252943,65262331,	65202932,65209925,65212223,65235931,65239914,65253463,65262463,	0	Fzd3	cmpl	cmpl	2,2,0,2,0,0,-1,
1104	NM_008691	chr14	-	68119544	68125004	68120036	68124813	3	68119544,68122820,68123739,	68121384,68122945,68125004,	0	Nefm	cmpl	cmpl	2,0,0,
1104	NR_045897	chr14	+	68123751	68131371	68131371	68131371	3	68123751,68125517,68130776,	68124828,68125696,68131371,	0	A230070E04Rik	unk	unk	-1,-1,-1,
1104	NM_010910	chr14	+	68083862	68089096	68083962	68087447	4	68083862,68085973,68086486,68087307,	68085009,68086098,68086806,68089096,	0	Nefl	cmpl	cmpl	0,0,2,1,
1112	NM_010921	chr14	+	69190691	69194658	69190704	69192248	2	69190691,69191823,	69190993,69194658,	0	Nkx3-1	cmpl	cmpl	0,1,
1112	NM_010920	chr14	+	69171801	69175540	69171801	69175254	2	69171801,69174631,	69172048,69175540,	0	Nkx2-6	cmpl	cmpl	0,1,
1119	NM_018781	chr14	+	70077316	70082613	70077444	70079905	2	70077316,70078895,	70077598,70082613,	0	Egr3	cmpl	cmpl	0,1,
1120	NM_001271407	chr14	-	70180467	70206022	70181169	70203361	21	70180467,70183665,70184006,70184827,70186858,70190727,70191015,70191147,70191432,70192085,70192606,70193405,70193560,70193860,70195412,70195922,70199281,70201348,70202930,70203271,70205761,	70181231,70183772,70184107,70185136,70186984,70190842,70191062,70191200,70191575,70192147,70192693,70193459,70193647,70193951,70195506,70195961,70199345,70201542,70203048,70203416,70206022,	0	Sorbs3	cmpl	cmpl	1,2,0,0,0,2,0,1,2,0,0,0,0,2,1,1,0,1,0,0,-1,
1120	NM_001253736	chr14	-	70164217	70176815	70164615	70175305	10	70164217,70166089,70167660,70167964,70171219,70171459,70171714,70174336,70175212,70176678,	70164793,70166207,70167788,70168044,70171298,70171611,70171784,70174488,70175307,70176815,	0	Pdlim2	cmpl	cmpl	2,1,2,0,2,0,2,0,0,-1,
1122	NM_145981	chr14	+	70457516	70468824	70461758	70467335	5	70457516,70461738,70463239,70465449,70466800,	70457803,70461923,70463414,70465567,70468824,	0	Phyhip	cmpl	cmpl	-1,0,0,1,2,
1123	NM_011359	chr14	-	70520941	70524081	70521325	70524043	6	70520941,70521316,70521804,70522153,70522614,70524001,	70521115,70521472,70521915,70522276,70522773,70524081,	0	Sftpc	cmpl	cmpl	-1,0,0,0,0,0,
1123	NM_145219	chr14	+	70530820	70538324	70531064	70537034	8	70530820,70532067,70532774,70533176,70533344,70534368,70534680,70536216,	70531270,70532139,70532846,70533248,70533416,70534538,70534845,70538324,	0	Lgi3	cmpl	cmpl	0,2,2,2,2,2,1,1,
1123	NM_021877	chr14	+	70554055	70573548	70556388	70572304	20	70554055,70554511,70556347,70557628,70559638,70559872,70561811,70563328,70563566,70565301,70566028,70566309,70566779,70567148,70567501,70567775,70567976,70571377,70571907,70572241,	70554112,70555107,70557000,70558409,70559789,70560063,70561976,70563418,70563682,70565383,70566192,70566546,70566945,70567218,70567632,70567895,70568092,70571542,70572036,70573548,	0	Hr	cmpl	cmpl	-1,-1,0,0,1,2,1,1,1,0,1,0,0,1,2,1,1,0,0,0,
1123	NM_153136	chr14	+	70577823	70582688	70577948	70579929	3	70577823,70578911,70579333,	70578110,70579125,70582688,	0	Nudt18	cmpl	cmpl	0,0,1,
1157	NM_198642	chr14	+	75016026	75052532	75031903	75052081	14	75016026,75031871,75035418,75036009,75038338,75038871,75040802,75042336,75044408,75047411,75048197,75049563,75050101,75051968,	75016166,75032480,75035501,75036211,75038440,75038932,75040935,75042482,75044473,75047650,75048259,75049717,75050192,75052532,	0	Rubcnl	cmpl	cmpl	-1,0,1,0,1,1,2,0,2,1,0,2,0,1,
1172	NM_172488	chr14	-	77024200	77036617	77029528	77035354	8	77024200,77029527,77030736,77033185,77034004,77034792,77035811,77036496,	77024974,77029688,77030962,77033351,77034183,77035405,77035990,77036617,	0	Lacc1	cmpl	cmpl	-1,2,1,0,1,0,-1,-1,
1182	NM_011613	chr14	-	78277445	78308043	78278575	78307889	5	78277445,78284238,78284419,78299837,78307667,	78278997,78284337,78284465,78299999,78308043,	0	Tnfsf11	cmpl	cmpl	1,1,0,0,0,
1192	NM_010701	chr14	-	79637692	79662183	79637961	79662011	7	79637692,79641895,79645362,79650311,79656588,79661394,79661939,	79638177,79642062,79645516,79650422,79656729,79661538,79662183,	0	Cnmd	cmpl	cmpl	0,1,0,0,0,0,0,
1193	NM_001042726	chr14	-	79766771	79771312	79767370	79771121	3	79766771,79768110,79768787,	79767747,79768321,79771312,	0	Pcdh8	cmpl	cmpl	1,0,0,
1229	NM_001013753	chr14	+	84443562	84537060	84446094	84533557	4	84443562,84477322,84477514,84532874,	84448653,84477381,84477687,84537060,	0	Pcdh17	cmpl	cmpl	0,0,2,1,
1259	NM_178685	chr14	-	88464746	88471396	88467003	88470990	3	88464746,88470858,88471380,	88469730,88471095,88471396,	0	Pcdh20	cmpl	cmpl	0,0,-1,
1370	NM_177715	chr14	-	102976580	102982637	102981456	102982440	1	102976580,	102982637,	0	Kctd12	cmpl	cmpl	0,
1377	NM_001136061	chr14	-	103814614	103844476	103817065	103843476	8	103814614,103819930,103820780,103821637,103823054,103823391,103842993,103844126,	103817200,103820039,103820914,103821787,103823259,103823504,103843537,103844476,	0	Ednrb	cmpl	cmpl	0,2,0,0,2,0,0,-1,
1382	NM_026047	chr14	-	104477533	104522666	104478766	104522612	6	104477533,104503346,104506092,104507938,104510301,104522540,	104480297,104503435,104506341,104508030,104510437,104522666,	0	Obi1	cmpl	cmpl	2,0,0,1,0,0,
1415	NM_199065	chr14	-	108909988	108914239	108911186	108913277	1	108909988,	108914239,	0	Slitrk1	cmpl	cmpl	0,
1437	NM_198865	chr14	+	111675114	111683135	111678945	111681819	2	111675114,111678937,	111675723,111683135,	0	Slitrk5	cmpl	cmpl	-1,0,
1487	NM_177753	chr14	-	118233233	118237030	118234804	118235635	1	118233233,	118237030,	0	Sox21	cmpl	cmpl	0,
1491	NM_001160096	chr14	+	118787870	118874525	118788156	118874315	5	118787870,118861695,118861948,118873600,118874191,	118788313,118861857,118862030,118873708,118874525,	0	Cldn10	cmpl	cmpl	0,1,1,2,2,
1519	NR_033325	chr14	-	122434853	122451115	122451115	122451115	3	122434853,122436819,122451050,	122436704,122436911,122451115,	0	Gm5089	unk	unk	-1,-1,-1,
1519	NR_045046	chr14	-	122470376	122475199	122475199	122475199	5	122470376,122471390,122472992,122474447,122474902,	122470589,122471689,122473177,122474602,122475199,	0	2610035F20Rik	unk	unk	-1,-1,-1,-1,-1,
1519	NM_009574	chr14	+	122475383	122480328	122475675	122479243	3	122475383,122478539,122478889,	122476747,122478703,122480328,	0	Zic2	cmpl	cmpl	0,1,0,
0	NM_009177	chr15	-	67102874	67176882	67106656	67113803	9	67102874,67108208,67109605,67111231,67112430,67113506,67128552,67153042,67176631,	67106830,67108328,67109651,67111411,67112627,67114357,67128607,67153170,67176882,	0	St3gal1	cmpl	cmpl	0,0,2,2,0,0,-1,-1,-1,
2	NM_001159647	chr15	+	92161356	92341967	92216386	92339589	24	92161356,92216315,92220446,92228622,92232100,92234424,92242890,92245727,92245960,92250858,92252396,92253909,92255846,92261472,92271233,92291607,92294987,92302953,92305028,92309954,92314487,92317026,92317916,92339512,	92161661,92216447,92220479,92228755,92232273,92234520,92243097,92245827,92246142,92250983,92252514,92254060,92255974,92261654,92271354,92291766,92295137,92303024,92305263,92310058,92314674,92317139,92318073,92341967,	0	Cntn1	cmpl	cmpl	-1,0,1,1,2,1,1,1,2,1,0,1,2,1,0,1,1,1,0,1,0,1,0,1,
2	NM_001161628	chr15	-	83866711	83936095	83867048	83936014	15	83866711,83868238,83870835,83871151,83872195,83879430,83892762,83895951,83899642,83904164,83913577,83918196,83924228,83933072,83935914,	83867171,83868388,83871020,83871302,83872438,83879658,83892954,83896153,83899792,83904344,83913696,83918293,83924461,83933206,83936095,	0	Efcab6	cmpl	cmpl	0,0,1,0,0,0,0,2,2,2,0,2,0,1,0,
9	NM_001136079	chr15	-	5233398	5244187	5234631	5243136	3	5233398,5242260,5243619,	5235222,5243195,5244187,	0	Ptger4	cmpl	cmpl	0,0,-1,
9	NM_178748	chr15	-	7206119	7398390	7207647	7398084	22	7206119,7208501,7212130,7219624,7222747,7231587,7234184,7237736,7242401,7243782,7246999,7250029,7251193,7252405,7253427,7254428,7289783,7303924,7305101,7316398,7318240,7397987,	7207802,7208605,7212214,7219768,7222826,7231768,7234301,7237848,7242645,7243908,7247189,7250174,7251294,7252506,7253746,7254544,7289950,7304060,7305219,7316482,7318350,7398390,	0	Egflam	cmpl	cmpl	1,2,2,2,1,0,0,2,1,1,0,2,0,1,0,1,2,1,0,0,1,0,
11	NM_001081299	chr15	+	23036462	23474418	23173701	23474418	12	23036462,23173450,23226682,23259608,23366852,23382782,23400554,23410683,23436449,23445977,23460315,23473927,	23036582,23173929,23226977,23259728,23367020,23382970,23400808,23410820,23436571,23446095,23460567,23474418,	0	Cdh18	cmpl	cmpl	-1,0,0,1,1,1,0,2,1,0,1,1,
12	NM_008729	chr15	+	30172533	31029343	30173126	31027672	23	30172533,30332009,30480781,30619221,30619822,30634643,30646768,30669411,30683214,30775098,30806685,30847227,30881122,30887093,30905659,30920711,30921854,30966755,30972792,31004948,31009032,31020700,31027411,	30173163,30332146,30480894,30619253,30619939,30634816,30647324,30669606,30683470,30775231,30806899,30847411,30881240,30887279,30905833,30920786,30922005,30966966,30972877,31005075,31009164,31020774,31029343,	0	Ctnnd2	cmpl	cmpl	0,1,0,2,1,1,0,1,1,2,0,1,2,0,0,0,0,1,2,0,1,1,0,
12	NM_009154	chr15	+	32244812	32696341	32417385	32689415	23	32244812,32347219,32417311,32460218,32474377,32538664,32548714,32550248,32562490,32568711,32574815,32609222,32618808,32628141,32631253,32640966,32669404,32673316,32679094,32681465,32682306,32686636,32689295,	32245299,32347316,32417509,32460318,32474423,32538727,32548813,32550462,32562776,32568847,32575020,32609430,32618926,32628323,32631397,32641114,32669630,32673535,32679265,32681621,32682354,32686848,32696341,	0	Sema5a	cmpl	cmpl	-1,-1,0,1,2,0,0,0,1,2,0,1,2,0,2,2,0,1,1,1,1,1,0,
13	NM_011766	chr15	+	40655041	41104592	40655543	41103576	8	40655041,40752895,40774044,40870527,40954692,41096058,41099286,41101084,	40655583,40753054,40774146,40870646,40954804,41096265,41099511,41104592,	0	Zfpm2	cmpl	cmpl	0,1,1,1,0,1,1,1,
13	NM_001170866	chr15	-	37366174	37792000	37368827	37397434	7	37366174,37372115,37397056,37563390,37584455,37661031,37791895,	37368925,37372221,37397453,37563464,37584505,37661086,37792000,	0	Ncald	cmpl	cmpl	1,0,0,-1,-1,-1,-1,
13	NM_001164466	chr15	-	39782696	39857470	39784597	39857362	10	39782696,39784568,39793226,39824165,39826863,39827974,39841922,39843857,39846608,39857098,	39783109,39784714,39793434,39824308,39827005,39828131,39842112,39844037,39846767,39857470,	0	Dpys	cmpl	cmpl	-1,0,2,0,2,1,0,0,0,0,
14	NM_001081391	chr15	-	47580637	48791989	47582450	48791904	71	47580637,47585632,47586938,47590708,47596766,47603541,47606100,47607056,47611807,47614063,47619735,47621280,47629235,47633668,47636323,47644141,47645399,47650098,47657506,47659005,47660137,47666517,47669101,47669614,47675712,47676401,47695700,47696646,47698070,47704113,47706316,47710345,47710953,47731925,47733409,47741144,47753714,47755385,47755967,47820351,47838407,47847106,47849681,47857789,47881345,47883531,47888638,47899708,47913935,47947978,47949920,47954934,47969997,47976865,47981872,48001466,48004640,48011043,48151560,48161023,48185250,48255524,48287484,48292777,48313798,48359297,48457495,48540203,48621993,48673403,48791726,	47582610,47585768,47587026,47590821,47596925,47603607,47606280,47607164,47611885,47614237,47619909,47621460,47629412,47633851,47636497,47644327,47645573,47650272,47657680,47659200,47660323,47666706,47669248,47669803,47675826,47676482,47695846,47696824,47698259,47704323,47706433,47710415,47711072,47732030,47733506,47741269,47753918,47755481,47756081,47820468,47838602,47847294,47849820,47857981,47881548,47883658,47888830,47899865,47914105,47948167,47950136,47955051,47970186,47977053,47982011,48001661,48004967,48011226,48151673,48161127,48185372,48255649,48287572,48292855,48314110,48359410,48457703,48540398,48622106,48673626,48791989,	0	Csmd3	cmpl	cmpl	2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,2,0,1,2,1,1,1,2,1,1,2,1,0,
16	NM_152923	chr15	-	65986375	66286629	65995170	66286224	15	65986375,65997700,66000016,66002194,66004721,66005771,66016448,66020286,66021740,66023646,66025113,66028624,66030518,66031379,66285835,	65995905,65997785,66000115,66002326,66004824,66005974,66016475,66020381,66021836,66023757,66025269,66028797,66030645,66031470,66286629,	0	Kcnq3	cmpl	cmpl	0,2,2,2,1,2,2,0,0,0,0,1,0,2,0,
19	NM_009886	chr15	-	85898757	86033777	85900695	86033770	35	85898757,85900936,85901438,85902114,85902448,85902801,85903285,85903925,85905438,85905914,85907594,85916613,85918908,85921147,85922122,85924057,85925395,85926085,85926930,85927897,85928314,85929400,85929831,85930512,85931241,85932283,85937843,85939101,85939546,85941116,85959127,85960066,85963083,85978601,86030181,	85900705,85901198,85901672,85902264,85902552,85902896,85903411,85904052,85905518,85906027,85907769,85916814,85919035,85921315,85922327,85924201,85925579,85926295,85927025,85927999,85928498,85929521,85929973,85930687,85931355,85932469,85938010,85939227,85939710,85941274,85959216,85960182,85963306,85979240,86033777,	0	Celsr1	cmpl	cmpl	2,1,1,1,2,0,0,2,0,1,0,0,2,2,1,1,0,0,1,1,0,2,1,0,0,0,1,1,2,0,1,2,1,1,0,
20	NM_001164785	chr15	-	94320331	94404350	94322772	94404089	28	94320331,94324659,94325912,94326305,94327738,94328801,94329915,94330480,94331317,94333598,94338407,94338686,94341051,94343937,94345676,94345911,94347668,94349100,94351634,94353546,94355279,94360573,94361752,94362518,94379724,94394611,94403188,94403998,	94322955,94324821,94326203,94326470,94327846,94328921,94330080,94330645,94331528,94333725,94338537,94338853,94341147,94344055,94345813,94346093,94347814,94349205,94351776,94353693,94355385,94360614,94361877,94362602,94379963,94394774,94403550,94404350,	0	Adamts20	cmpl	cmpl	0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,2,0,0,2,2,1,2,0,0,1,0,1,0,
77	NM_177355	chr15	+	4375490	4575579	4375712	4574877	3	4375490,4516618,4574723,	4375815,4517327,4575579,	0	Plcxd3	cmpl	cmpl	0,1,2,
79	NM_011019	chr15	-	6813576	6874313	6815370	6860365	18	6813576,6816581,6816906,6820920,6822013,6823551,6824472,6827088,6828632,6836915,6837691,6841952,6842781,6844220,6847026,6852418,6860292,6874200,	6815928,6816654,6816988,6821088,6822187,6823656,6824652,6827311,6828709,6837069,6837831,6842104,6842917,6844499,6847198,6852588,6860377,6874313,	0	Osmr	cmpl	cmpl	0,2,1,1,1,1,1,0,1,0,1,2,1,1,0,1,0,-1,
79	NM_001008702	chr15	+	6299788	6440709	6416903	6437045	14	6299788,6416805,6418229,6419738,6422234,6423085,6423925,6424196,6424634,6430953,6435164,6436390,6436982,6438781,	6299899,6416994,6418369,6419837,6422366,6423166,6423952,6424250,6424697,6431107,6435800,6436497,6437050,6440709,	0	Dab2	cmpl	cmpl	-1,0,1,0,0,0,0,0,0,0,1,1,0,-1,
85	NM_007666	chr15	-	13028698	13173675	13034199	13091877	12	13028698,13040957,13041346,13042558,13044644,13051292,13053796,13057422,13060107,13064279,13091649,13173513,	13034690,13041209,13041464,13042680,13044781,13051546,13053984,13057590,13060227,13064574,13092010,13173675,	0	Cdh6	cmpl	cmpl	1,1,0,1,2,0,1,1,1,0,0,-1,
98	NM_176959	chr15	-	26540458	26895564	26543083	26895049	4	26540458,26552440,26789512,26895012,	26543820,26553052,26789602,26895564,	0	Fbxl7	cmpl	cmpl	1,1,1,0,
